Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2015-05-14,APOLLOHOSP,EQ,1235.6,1236.1,1254.95,1214.05,1247.05,1247.55,1234.55,383250,47314177275000.0,19124,211276,0.5513
2015-05-15,APOLLOHOSP,EQ,1247.55,1248.05,1262.0,1227.0,1249.0,1248.7,1249.39,184809,23089933455000.0,9230,95225,0.5153
2015-05-18,APOLLOHOSP,EQ,1248.7,1254.4,1276.0,1245.9,1271.0,1272.35,1263.0,158100,19968009870000.0,11877,76959,0.4868
2015-05-19,APOLLOHOSP,EQ,1272.35,1278.4,1295.0,1252.0,1270.3,1274.9,1279.13,223496,28587936660000.004,14675,118137,0.5286
2015-05-20,APOLLOHOSP,EQ,1274.9,1279.4,1317.05,1273.4,1315.15,1306.55,1290.23,195341,25203471610000.0,12599,95639,0.48960000000000004
2015-05-21,APOLLOHOSP,EQ,1306.55,1320.0,1333.0,1289.25,1294.95,1296.65,1305.93,237550,31022403325000.0,20991,105161,0.44270000000000004
2015-05-22,APOLLOHOSP,EQ,1296.65,1299.95,1318.05,1286.1,1310.0,1309.15,1304.63,117761,15363397075000.0,11562,46525,0.3951
2015-05-25,APOLLOHOSP,EQ,1309.15,1302.1,1309.1,1270.8,1278.0,1277.0,1283.75,110271,14156004430000.002,9585,52417,0.4753
2015-05-26,APOLLOHOSP,EQ,1277.0,1284.1,1284.4,1230.0,1245.0,1240.05,1245.93,223883,27894188989999.996,16433,120203,0.5369
2015-05-27,APOLLOHOSP,EQ,1240.05,1230.0,1238.5,1221.0,1225.1,1226.85,1227.2,149441,18339340405000.0,11128,75403,0.5046
2015-05-28,APOLLOHOSP,EQ,1226.85,1229.55,1251.0,1191.3,1220.0,1222.25,1228.08,438239,53819193135000.0,24701,175460,0.4004
2015-05-29,APOLLOHOSP,EQ,1222.25,1220.0,1238.45,1204.0,1219.05,1212.55,1216.65,417282,50768602825000.0,30742,255335,0.6119
2015-06-01,APOLLOHOSP,EQ,1212.55,1212.7,1233.0,1204.0,1226.95,1225.35,1222.54,181381,22174504775000.0,7411,104452,0.5759000000000001
2015-06-02,APOLLOHOSP,EQ,1225.35,1224.0,1224.0,1201.3,1206.3,1207.0,1211.6,112464,13626090455000.002,13534,53569,0.47630000000000006
2015-06-03,APOLLOHOSP,EQ,1207.0,1208.05,1221.0,1150.0,1215.05,1212.8,1187.27,277102,32899588785000.004,18526,137564,0.4964
2015-06-04,APOLLOHOSP,EQ,1212.8,1211.75,1225.0,1189.8,1215.05,1213.9,1211.67,152960,18533631210000.0,15326,82148,0.5371
2015-06-05,APOLLOHOSP,EQ,1213.9,1224.35,1224.35,1190.0,1203.0,1195.75,1200.35,90148,10820870825000.0,6291,41369,0.45890000000000003
2015-06-08,APOLLOHOSP,EQ,1195.75,1202.1,1219.8,1195.75,1207.0,1210.7,1209.75,111351,13470655430000.002,12570,58781,0.5279
2015-06-09,APOLLOHOSP,EQ,1210.7,1214.0,1214.0,1165.55,1169.0,1171.95,1180.11,251965,29734533175000.0,18049,132929,0.5276
2015-06-10,APOLLOHOSP,EQ,1171.95,1164.0,1216.0,1164.0,1200.0,1204.15,1200.72,134566,16157641550000.0,12013,51533,0.383
2015-06-11,APOLLOHOSP,EQ,1204.15,1215.0,1230.3,1201.2,1215.0,1219.25,1219.14,297957,36325278410000.0,22355,177000,0.594
2015-06-12,APOLLOHOSP,EQ,1219.25,1214.0,1217.8,1171.0,1179.0,1178.35,1182.3,129271,15283663800000.0,10359,35237,0.2726
2015-06-15,APOLLOHOSP,EQ,1178.35,1156.0,1250.0,1155.0,1186.0,1185.75,1189.66,111299,13240810355000.0,13538,28849,0.25920000000000004
2015-06-16,APOLLOHOSP,EQ,1185.75,1173.0,1215.0,1173.0,1191.1,1192.35,1199.72,200631,24070116685000.0,12237,66753,0.33270000000000005
2015-06-17,APOLLOHOSP,EQ,1192.35,1200.95,1206.8,1180.65,1186.0,1187.85,1189.69,174430,20751837175000.0,11544,80864,0.4636
2015-06-18,APOLLOHOSP,EQ,1187.85,1190.05,1203.5,1182.0,1188.95,1189.4,1193.24,185924,22185107200000.0,12497,63209,0.34
2015-06-19,APOLLOHOSP,EQ,1189.4,1194.4,1259.0,1193.4,1256.0,1253.0,1236.47,453935,56127719460000.0,26287,184572,0.40659999999999996
2015-06-22,APOLLOHOSP,EQ,1253.0,1256.0,1304.9,1241.95,1300.0,1298.35,1271.12,409342,52032450700000.0,27366,182747,0.4464
2015-06-23,APOLLOHOSP,EQ,1298.35,1300.0,1306.5,1268.0,1276.0,1275.75,1283.06,265053,34007866995000.0,27501,134729,0.5083
2015-06-24,APOLLOHOSP,EQ,1275.75,1278.5,1294.7,1267.1,1280.0,1284.05,1286.47,113545,14607171685000.0,11388,47019,0.41409999999999997
2015-06-25,APOLLOHOSP,EQ,1284.05,1285.0,1309.9,1278.9,1297.45,1301.1,1295.84,295158,38247864195000.0,25497,156183,0.5292
2015-06-26,APOLLOHOSP,EQ,1301.1,1298.35,1325.0,1293.3,1309.5,1309.55,1313.52,283454,37232108590000.0,22124,140282,0.4949
2015-06-29,APOLLOHOSP,EQ,1309.55,1298.0,1303.2,1266.15,1286.0,1283.25,1284.88,163259,20976760545000.0,16086,61509,0.3768
2015-06-30,APOLLOHOSP,EQ,1283.25,1283.25,1326.0,1279.9,1319.0,1315.95,1316.1,273137,35947507540000.0,17511,127082,0.46530000000000005
2015-07-01,APOLLOHOSP,EQ,1315.95,1314.8,1357.9,1307.0,1337.0,1330.7,1343.42,402115,54020881750000.0,27498,220073,0.5473
2015-07-02,APOLLOHOSP,EQ,1330.7,1332.0,1355.4,1316.0,1324.1,1319.55,1328.02,153699,20411548155000.0,24085,79272,0.5158
2015-07-03,APOLLOHOSP,EQ,1319.55,1316.0,1335.0,1290.1,1300.05,1301.1,1306.71,143567,18760113870000.0,10477,44058,0.3069
2015-07-06,APOLLOHOSP,EQ,1301.1,1290.0,1321.0,1282.4,1303.0,1299.3,1300.85,294876,38358848470000.0,17457,144610,0.4904
2015-07-07,APOLLOHOSP,EQ,1299.3,1303.0,1323.0,1295.05,1301.0,1303.35,1306.94,135604,17722683695000.0,8566,46190,0.3406
2015-07-08,APOLLOHOSP,EQ,1303.35,1286.0,1334.0,1280.6,1308.65,1314.05,1315.75,336702,44301649905000.0,23830,138482,0.41130000000000005
2015-07-09,APOLLOHOSP,EQ,1314.05,1317.0,1348.0,1316.0,1320.1,1323.8,1335.05,310982,41517767120000.0,23704,117248,0.37700000000000006
2015-07-10,APOLLOHOSP,EQ,1323.8,1323.0,1335.6,1310.0,1323.0,1328.55,1321.35,158863,20991349250000.0,13628,74556,0.4693
2015-07-13,APOLLOHOSP,EQ,1328.55,1328.0,1347.0,1322.0,1339.95,1338.0,1339.37,175378,23489617035000.0,15509,76499,0.4362
2015-07-14,APOLLOHOSP,EQ,1338.0,1345.45,1355.8,1335.95,1354.0,1349.2,1349.01,144436,19484552505000.0,9392,66709,0.4619
2015-07-15,APOLLOHOSP,EQ,1349.2,1352.0,1378.75,1340.0,1364.9,1363.6,1367.77,211459,28922722214999.996,18168,108998,0.5155
2015-07-16,APOLLOHOSP,EQ,1363.6,1364.9,1383.9,1361.45,1369.5,1369.6,1374.27,104971,14425853830000.002,6265,30842,0.2938
2015-07-17,APOLLOHOSP,EQ,1369.6,1369.0,1381.7,1353.6,1363.5,1359.35,1367.35,107946,14759946405000.002,10574,42531,0.394
2015-07-20,APOLLOHOSP,EQ,1359.35,1369.4,1370.0,1343.6,1353.05,1350.4,1356.54,80054,10859611855000.0,7805,35548,0.4441
2015-07-21,APOLLOHOSP,EQ,1350.4,1350.0,1364.6,1339.6,1339.9,1344.7,1353.53,100383,13587153455000.002,9136,41678,0.4152
2015-07-22,APOLLOHOSP,EQ,1344.7,1340.0,1369.9,1325.0,1368.25,1367.2,1355.29,103101,13973163960000.0,9190,56243,0.5455
2015-07-23,APOLLOHOSP,EQ,1367.2,1367.0,1398.0,1356.0,1383.8,1379.75,1362.72,818251,111504429384999.98,15419,719488,0.8793000000000001
2015-07-24,APOLLOHOSP,EQ,1379.75,1392.0,1404.4,1370.2,1383.0,1379.1,1386.99,286276,39706205320000.0,14395,161566,0.5644
2015-07-27,APOLLOHOSP,EQ,1379.1,1382.75,1384.7,1352.7,1360.0,1359.6,1366.91,239786,32776660920000.0,13143,152905,0.6377
2015-07-28,APOLLOHOSP,EQ,1359.6,1367.2,1367.2,1314.0,1337.0,1331.7,1344.04,118691,15952562665000.0,14116,50609,0.4264
